latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.51845,-73.75195,41.0,-14400,America/New_York,GMT-4

time,weather_code (wmo code),sunshine_duration (s),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_hours (h)
1962-07-19,2,50400.00,19.8,24.3,15.0,0.0
1962-07-20,3,50400.00,20.3,25.4,14.1,0.0
1962-07-21,63,32986.38,20.0,22.8,17.9,13.0
1962-07-22,3,50400.00,18.0,21.6,14.7,0.0
1962-07-23,63,30953.99,15.1,19.7,11.0,8.0
1962-07-24,55,43800.52,17.8,23.2,13.0,6.0
1962-07-25,51,41504.07,19.7,25.4,13.8,2.0
1962-07-26,63,26264.39,18.1,20.4,15.0,19.0
1962-07-27,53,19767.36,15.3,17.4,13.5,14.0
1962-07-28,3,45271.01,19.1,24.4,14.0,0.0
1962-07-29,3,44967.64,18.9,21.5,16.3,0.0
1962-07-30,3,48806.90,20.1,24.8,14.9,0.0
1962-07-31,63,24113.04,20.4,24.5,18.4,17.0
1962-08-01,61,49352.49,19.2,24.1,15.3,4.0
1962-08-02,3,49216.46,18.5,23.2,13.3,0.0
1962-08-03,3,49078.87,20.2,25.5,14.6,0.0
1962-08-04,53,45906.81,21.7,27.1,17.4,2.0
1962-08-05,63,30504.24,21.3,24.2,18.9,15.0
1962-08-06,51,41190.08,22.7,27.5,18.0,2.0
1962-08-07,63,12204.60,22.1,23.9,21.0,13.0
1962-08-08,51,16798.89,17.8,20.7,15.9,7.0
1962-08-09,53,8810.76,16.1,17.2,14.8,1.0
1962-08-10,3,27634.12,16.7,19.6,13.9,0.0
1962-08-11,51,1581.68,15.3,16.9,14.0,11.0
1962-08-12,3,46536.28,17.3,23.3,11.5,0.0
1962-08-13,53,35825.55,19.4,23.9,15.2,11.0
1962-08-14,61,39220.92,19.3,22.0,17.5,15.0
1962-08-15,2,47276.57,18.3,22.8,13.4,0.0
1962-08-16,3,46262.75,19.2,24.6,12.9,0.0
1962-08-17,3,45498.39,18.3,21.0,14.7,0.0
1962-08-18,51,46019.88,15.7,19.4,11.8,2.0
1962-08-19,51,27659.67,16.4,20.6,11.4,1.0
1962-08-20,51,43456.14,21.1,26.7,16.7,2.0
1962-08-21,61,33214.33,17.8,20.7,15.2,21.0
1962-08-22,1,45334.80,17.1,22.5,11.6,0.0
1962-08-23,3,44736.10,18.4,23.2,13.1,0.0
1962-08-24,3,43727.69,20.2,26.2,14.3,0.0
1962-08-25,0,44481.50,21.2,27.0,15.6,0.0
1962-08-26,3,43892.70,23.1,28.2,18.1,0.0
1962-08-27,3,43779.92,22.9,27.4,18.2,0.0
1962-08-28,55,43200.00,21.8,24.4,19.1,7.0
1962-08-29,51,43287.80,22.7,27.4,19.3,1.0
1962-08-30,1,43470.34,21.9,26.4,17.5,0.0
1962-08-31,2,43465.65,24.0,29.1,19.5,0.0
1962-09-01,51,35332.05,23.3,26.6,20.7,8.0
1962-09-02,3,41600.41,18.7,22.5,15.4,0.0
1962-09-03,2,43442.66,17.7,22.2,12.2,0.0
1962-09-04,3,39600.00,18.1,22.1,12.2,0.0
1962-09-05,61,12005.74,16.1,19.1,10.7,12.0
1962-09-06,3,42961.23,12.2,15.8,8.8,0.0
1962-09-07,3,42806.02,15.3,19.9,10.9,0.0
1962-09-08,3,42693.14,16.8,22.4,11.4,0.0
1962-09-09,55,31363.34,17.5,22.8,13.1,5.0
1962-09-10,63,0.00,20.3,23.8,17.1,17.0
1962-09-11,53,40643.21,18.5,20.4,16.2,7.0
1962-09-12,3,12631.87,17.0,19.4,15.1,0.0
1962-09-13,61,33703.12,18.3,24.2,12.3,2.0
1962-09-14,61,38414.98,20.3,22.7,16.9,7.0
1962-09-15,51,41146.75,15.8,18.0,13.3,1.0
1962-09-16,51,39276.93,13.0,15.2,10.3,2.0
1962-09-17,63,19207.44,14.3,19.0,10.4,17.0
1962-09-18,53,38523.81,14.1,17.3,11.3,10.0
1962-09-19,55,40488.22,11.2,14.0,8.9,8.0
1962-09-20,51,39471.33,8.6,11.0,6.8,7.0
1962-09-21,51,35927.63,7.6,10.9,3.9,1.0
1962-09-22,3,27715.01,8.9,12.3,5.8,0.0
1962-09-23,1,40048.89,9.2,13.7,5.0,0.0
1962-09-24,3,39724.07,10.2,15.3,4.5,0.0
1962-09-25,53,12362.95,12.5,15.1,9.8,5.0
1962-09-26,55,7255.50,11.4,14.0,9.6,4.0
1962-09-27,3,16685.47,11.0,14.0,9.0,0.0
1962-09-28,63,0.00,9.4,12.3,7.7,18.0
1962-09-29,53,20544.24,11.5,15.7,8.2,19.0
1962-09-30,51,20012.64,11.3,13.0,10.1,6.0
1962-10-01,51,17764.52,11.8,14.7,9.4,4.0
1962-10-02,1,38235.76,12.0,17.7,6.4,0.0
1962-10-03,3,38157.80,13.8,20.4,8.4,0.0
1962-10-04,3,16609.12,14.6,20.5,10.7,0.0
1962-10-05,55,7650.17,13.6,17.0,11.6,11.0
1962-10-06,61,0.00,10.0,11.4,9.5,24.0
1962-10-07,61,0.00,10.7,13.2,9.1,16.0
1962-10-08,3,16259.71,12.2,14.7,10.4,0.0
1962-10-09,51,0.00,11.0,12.3,10.2,18.0
1962-10-10,55,12245.49,11.2,14.2,9.1,16.0
1962-10-11,3,33996.04,11.2,16.2,6.9,0.0
1962-10-12,63,17186.62,11.4,17.1,7.8,6.0
1962-10-13,3,36320.16,6.9,10.0,3.9,0.0
1962-10-14,2,35655.74,6.4,10.5,2.4,0.0
1962-10-15,3,28397.07,6.6,10.2,2.4,0.0
1962-10-16,53,33253.79,14.9,22.6,7.3,5.0
1962-10-17,55,16510.10,11.8,19.0,8.0,2.0
1962-10-18,3,14497.07,8.2,11.6,4.7,0.0
1962-10-19,51,34516.42,11.5,17.6,7.3,3.0
1962-10-20,53,7571.26,11.6,14.2,9.4,10.0
1962-10-21,55,0.00,6.5,9.6,4.7,18.0
1962-10-22,53,32478.29,6.3,10.4,2.3,3.0
1962-10-23,61,22903.72,7.3,10.5,4.3,13.0
1962-10-24,53,32580.09,3.7,6.3,1.7,4.0
1962-10-25,3,32072.62,1.8,4.6,-0.8,0.0
1962-10-26,73,17485.18,1.0,2.2,-0.4,5.0
1962-10-27,71,25417.83,2.4,5.8,0.2,8.0
1962-10-28,73,0.00,2.0,3.3,0.8,24.0
1962-10-29,73,32566.38,0.3,3.5,-2.6,3.0
1962-10-30,73,191.31,-0.3,2.4,-4.0,9.0
1962-10-31,73,0.00,2.7,3.8,1.3,24.0
1962-11-01,51,25622.82,2.8,4.3,1.1,3.0
1962-11-02,3,28405.89,2.2,6.1,-0.8,0.0
1962-11-03,73,0.00,-0.1,1.7,-1.5,7.0
1962-11-04,75,4899.16,0.6,2.3,-1.3,10.0
1962-11-05,3,20258.38,0.2,2.2,-2.1,0.0
1962-11-06,3,31673.10,-2.4,-0.0,-4.9,0.0
1962-11-07,3,30941.36,-2.1,1.8,-5.8,0.0
1962-11-08,51,20225.60,4.2,7.3,2.0,2.0
1962-11-09,3,22775.67,2.1,6.3,-1.6,0.0
1962-11-10,63,0.00,3.4,5.6,1.9,16.0
1962-11-11,53,21526.28,3.9,6.3,-1.0,12.0
1962-11-12,3,30858.10,-2.9,-0.5,-5.2,0.0
1962-11-13,71,0.00,-2.9,-1.5,-4.2,3.0
1962-11-14,3,29670.93,-2.0,0.8,-4.0,0.0
1962-11-15,3,30378.52,-1.8,2.3,-4.7,0.0
1962-11-16,1,30221.99,-1.1,4.2,-4.4,0.0
1962-11-17,3,30067.10,-1.4,1.1,-3.3,0.0
1962-11-18,3,29914.05,-2.7,0.0,-4.6,0.0
1962-11-19,3,28946.99,-4.5,-1.4,-7.3,0.0
1962-11-20,3,22612.21,-2.5,0.7,-5.0,0.0
1962-11-21,73,6032.96,2.3,4.9,-1.3,14.0
1962-11-22,53,0.00,2.7,4.2,-0.1,11.0
1962-11-23,3,15460.26,-0.3,1.6,-2.5,0.0
1962-11-24,71,14484.29,-0.2,2.2,-2.1,9.0
1962-11-25,3,28190.62,-1.4,1.3,-3.5,0.0
1962-11-26,3,22327.09,-1.0,3.6,-4.8,0.0
1962-11-27,3,28335.34,-0.1,5.2,-2.9,0.0
1962-11-28,3,27848.42,-1.4,4.8,-5.1,0.0
1962-11-29,3,27726.29,-0.7,6.0,-4.4,0.0
1962-11-30,3,27827.89,0.4,6.2,-3.4,0.0
1962-12-01,3,27586.17,1.4,7.0,-1.7,0.0
1962-12-02,3,27614.49,0.7,5.2,-1.7,0.0
1962-12-03,3,18692.39,1.5,5.2,-0.9,0.0
1962-12-04,3,26018.78,2.5,6.9,0.5,0.0
1962-12-05,3,9280.40,2.1,4.8,-0.1,0.0
1962-12-06,71,16348.28,3.9,6.5,2.1,17.0
1962-12-07,71,20889.04,1.9,4.4,-1.2,9.0
1962-12-08,73,16354.58,0.4,2.4,-0.7,5.0
1962-12-09,73,15449.83,-0.3,2.1,-2.2,8.0
1962-12-10,73,836.99,-1.7,-0.5,-5.2,20.0
1962-12-11,3,25539.54,-8.2,-5.8,-10.8,0.0
1962-12-12,3,25674.19,-13.0,-11.4,-14.2,0.0
1962-12-13,3,27261.33,-14.2,-9.8,-17.9,0.0
1962-12-14,71,16203.63,-10.8,-7.3,-18.1,15.0
1962-12-15,71,15201.05,-16.5,-12.7,-20.5,1.0
1962-12-16,3,27138.53,-13.2,-9.1,-16.1,0.0
1962-12-17,71,16824.04,-10.3,-5.2,-15.1,8.0
1962-12-18,3,18296.91,-10.6,-6.9,-13.1,0.0
1962-12-19,73,1346.49,-3.4,1.3,-9.7,8.0
1962-12-20,2,27051.53,-17.7,-7.2,-23.8,0.0
1962-12-21,3,27044.10,-22.1,-17.6,-26.0,0.0
1962-12-22,75,0.00,-12.0,-8.8,-19.2,18.0
1962-12-23,73,0.00,-7.4,-0.5,-13.0,12.0
1962-12-24,3,27057.75,-10.5,-0.5,-15.9,0.0
1962-12-25,71,24225.40,-12.7,-5.3,-18.1,2.0
1962-12-26,73,27097.57,-5.2,0.5,-14.1,12.0
1962-12-27,3,24602.62,-15.1,-11.4,-20.5,0.0
1962-12-28,71,27160.91,-11.1,-8.0,-13.1,4.0
1962-12-29,75,5105.53,-6.0,-0.7,-10.6,11.0
1962-12-30,71,27246.83,-19.9,-5.4,-25.2,1.0
1962-12-31,73,0.00,-18.1,-13.9,-25.1,23.0
1963-01-01,71,19457.62,-12.9,-8.7,-15.6,9.0
1963-01-02,3,27415.94,-7.2,-4.5,-8.7,0.0
1963-01-03,3,7423.24,-6.9,-4.4,-8.9,0.0
1963-01-04,71,27553.97,-6.3,-3.4,-8.7,4.0
1963-01-05,3,18069.88,-6.5,-3.6,-8.7,0.0
1963-01-06,3,10491.52,-2.9,-0.3,-5.2,0.0
1963-01-07,3,9938.44,-3.4,-1.0,-6.0,0.0
1963-01-08,71,21825.27,-1.0,0.8,-2.5,1.0
1963-01-09,71,1420.71,-0.6,1.3,-2.1,6.0
1963-01-10,51,16873.81,0.8,2.0,-2.0,1.0
1963-01-11,3,16251.72,-8.3,-3.0,-11.1,0.0
1963-01-12,75,0.00,-9.5,-4.0,-11.8,23.0
1963-01-13,75,10800.00,-4.4,-1.0,-9.8,12.0
1963-01-14,71,28407.96,-10.1,-7.8,-12.1,1.0
1963-01-15,3,26772.69,-13.6,-10.7,-17.1,0.0
1963-01-16,71,28497.56,-18.3,-14.4,-22.4,1.0
1963-01-17,71,28614.73,-13.2,-8.9,-15.6,2.0
1963-01-18,3,25246.58,-11.7,-6.7,-15.4,0.0
1963-01-19,3,28630.17,-9.4,-7.4,-10.8,0.0
1963-01-20,73,8536.90,-1.3,4.2,-9.4,15.0
1963-01-21,71,28787.88,-11.9,-4.9,-14.4,3.0
1963-01-22,71,23421.93,-13.6,-9.2,-18.2,11.0
1963-01-23,73,2527.69,-11.8,-9.7,-14.1,24.0
1963-01-24,73,29544.20,-18.7,-14.7,-21.8,4.0
1963-01-25,3,29877.81,-16.5,-13.9,-18.1,0.0
1963-01-26,71,18645.92,-15.1,-10.6,-19.4,5.0
1963-01-27,75,0.00,-11.2,-9.1,-13.1,22.0
1963-01-28,71,28096.59,-15.0,-10.2,-17.3,1.0
1963-01-29,3,28446.65,-15.3,-10.7,-19.5,0.0
1963-01-30,71,29710.15,-9.5,-6.8,-12.9,6.0
1963-01-31,2,30776.05,-16.2,-13.6,-19.1,0.0
1963-02-01,3,30897.74,-16.5,-12.7,-19.8,0.0
1963-02-02,75,0.00,-8.2,-2.6,-14.5,16.0
1963-02-03,73,30834.39,-11.6,-0.4,-21.2,6.0
1963-02-04,73,25563.52,-21.5,-17.1,-25.8,8.0
1963-02-05,73,25194.54,-15.1,-12.0,-17.3,12.0
1963-02-06,73,435.08,-11.4,-8.7,-14.4,21.0
1963-02-07,71,28769.01,-12.3,-8.7,-20.2,1.0
1963-02-08,3,31598.25,-19.1,-14.6,-22.9,0.0
1963-02-09,3,31916.92,-14.6,-9.9,-18.5,0.0
1963-02-10,3,32809.69,-11.3,-6.5,-15.6,0.0
1963-02-11,3,32014.84,-9.4,-3.6,-12.3,0.0
1963-02-12,73,17191.07,-8.4,-6.2,-10.1,10.0
1963-02-13,73,0.00,-7.1,-5.7,-7.9,24.0
1963-02-14,71,30894.00,-7.8,-5.5,-10.1,2.0
1963-02-15,71,31987.37,-13.3,-7.7,-17.7,11.0
1963-02-16,2,33954.62,-18.6,-15.6,-21.1,0.0
1963-02-17,71,22049.35,-14.8,-9.4,-19.8,3.0
1963-02-18,73,13429.13,-5.1,-1.1,-9.3,16.0
1963-02-19,73,8991.76,-5.5,-1.3,-7.7,17.0
1963-02-20,73,19473.32,-5.0,-1.6,-7.1,18.0
1963-02-21,71,34123.82,-12.0,-6.2,-15.8,2.0
1963-02-22,3,35022.76,-17.9,-14.9,-21.1,0.0
1963-02-23,3,35121.01,-15.1,-11.0,-18.5,0.0
1963-02-24,73,0.00,-10.1,-6.6,-13.5,16.0
1963-02-25,3,35336.98,-10.4,-8.1,-13.1,0.0
1963-02-26,3,35618.63,-14.6,-12.1,-17.1,0.0
1963-02-27,3,35646.33,-15.3,-10.5,-20.0,0.0
1963-02-28,3,35939.25,-11.6,-7.8,-14.6,0.0
1963-03-01,3,35702.12,-12.0,-8.4,-15.6,0.0
1963-03-02,71,33085.30,-8.5,-4.6,-12.0,5.0
1963-03-03,3,35994.64,-5.5,-1.0,-9.5,0.0
1963-03-04,71,27770.40,-6.1,-2.9,-9.8,5.0
1963-03-05,3,37019.35,-6.0,-1.4,-10.8,0.0
1963-03-06,75,0.00,-4.5,-1.6,-8.0,16.0
1963-03-07,71,29802.56,-2.7,-0.5,-6.6,6.0
1963-03-08,3,37051.23,-6.9,-2.8,-11.2,0.0
1963-03-09,71,37395.01,-4.8,-0.5,-10.4,2.0
1963-03-10,73,10800.00,-8.4,-4.4,-11.6,10.0
1963-03-11,3,36616.96,-9.0,-6.8,-11.9,0.0
1963-03-12,73,310.49,-4.5,-0.8,-9.3,20.0
1963-03-13,71,19556.21,-2.3,0.0,-4.0,7.0
1963-03-14,71,38580.30,-3.6,-0.5,-6.1,5.0
1963-03-15,1,38691.23,-7.0,-4.2,-9.3,0.0
1963-03-16,3,37460.77,-9.4,-5.9,-13.5,0.0
1963-03-17,71,0.00,-2.0,2.4,-7.3,15.0
1963-03-18,51,30764.29,0.5,2.7,-3.8,5.0
1963-03-19,3,40014.19,-5.8,-3.0,-8.8,0.0
1963-03-20,73,0.00,-2.7,0.1,-5.7,19.0
1963-03-21,73,38719.49,-0.1,4.4,-3.4,5.0
1963-03-22,0,40600.15,-2.6,-0.1,-6.0,0.0
1963-03-23,71,39576.31,-4.4,0.4,-8.0,2.0
1963-03-24,3,40989.73,-0.8,6.9,-6.5,0.0
1963-03-25,51,12797.40,2.6,6.1,0.6,3.0
1963-03-26,51,32665.84,4.0,9.9,-0.3,1.0
1963-03-27,53,22428.89,4.1,6.2,2.1,7.0
1963-03-28,51,38289.14,0.6,1.9,-3.6,3.0
1963-03-29,3,41953.02,-1.9,3.0,-7.1,0.0
1963-03-30,55,36450.14,6.3,10.6,2.3,4.0
1963-03-31,2,42331.60,-0.1,3.2,-3.4,0.0
1963-04-01,3,42518.96,2.2,9.0,-4.3,0.0
1963-04-02,75,25176.53,2.9,5.5,1.1,4.0
1963-04-03,73,95.43,1.1,2.2,-0.2,22.0
1963-04-04,73,26098.74,2.8,7.0,-4.8,12.0
1963-04-05,3,43124.72,-5.5,-1.0,-9.8,0.0
1963-04-06,3,43207.01,-1.3,5.2,-7.8,0.0
1963-04-07,3,41726.67,0.1,3.4,-3.4,0.0
1963-04-08,3,43200.00,-0.7,3.3,-4.5,0.0
1963-04-09,3,43224.36,-0.7,5.1,-7.1,0.0
1963-04-10,73,14222.09,1.4,3.9,-0.3,21.0
1963-04-11,3,41048.87,3.4,7.8,-0.3,0.0
1963-04-12,0,43779.23,2.8,8.2,-1.5,0.0
1963-04-13,1,43986.22,1.5,6.2,-2.3,0.0
1963-04-14,0,44270.33,1.4,7.3,-3.4,0.0
1963-04-15,3,44062.75,2.8,8.3,-2.1,0.0
1963-04-16,3,44649.48,4.9,13.1,-2.4,0.0
1963-04-17,3,19814.64,6.2,10.8,1.9,0.0
1963-04-18,63,30899.62,6.9,11.1,1.9,7.0
1963-04-19,63,21291.43,2.9,7.0,-2.2,3.0
1963-04-20,65,28240.81,7.8,11.4,4.7,19.0
1963-04-21,55,32396.95,6.9,11.3,3.1,10.0
1963-04-22,51,45303.54,4.4,9.4,-0.0,1.0
1963-04-23,55,19116.58,3.1,6.7,0.2,10.0
1963-04-24,53,19319.47,3.8,8.0,1.1,20.0
1963-04-25,51,45088.43,5.0,10.0,0.1,4.0
1963-04-26,3,45988.89,4.7,9.2,-0.4,0.0
1963-04-27,3,47126.57,5.4,11.0,-0.8,0.0
1963-04-28,0,47289.43,6.7,13.4,-0.3,0.0
1963-04-29,3,47383.82,10.1,19.2,1.3,0.0
1963-04-30,61,0.00,9.2,11.4,6.8,19.0
1963-05-01,73,6040.27,3.8,8.4,0.8,17.0
1963-05-02,1,47928.82,6.1,14.3,-1.0,0.0
1963-05-03,3,48085.00,9.3,18.4,0.1,0.0
1963-05-04,51,46189.70,14.3,21.6,7.5,1.0
1963-05-05,55,45150.27,8.6,12.7,4.3,4.0
1963-05-06,3,48542.49,8.3,14.3,1.4,0.0
1963-05-07,3,46432.20,9.6,14.2,4.2,0.0
1963-05-08,55,7848.32,13.3,16.1,9.6,10.0
1963-05-09,51,48980.38,12.1,19.6,6.6,1.0
1963-05-10,75,25059.24,4.0,7.3,1.4,8.0
1963-05-11,75,23711.60,3.2,6.6,1.2,15.0
1963-05-12,3,49393.78,7.6,15.6,0.8,0.0
1963-05-13,53,38639.68,10.0,17.2,0.8,1.0
1963-05-14,61,21355.44,11.4,17.1,8.7,19.0
1963-05-15,51,49588.16,11.8,18.6,5.9,2.0
1963-05-16,3,49525.46,13.4,20.4,6.6,0.0
1963-05-17,3,47751.67,15.3,22.5,6.6,0.0
1963-05-18,61,851.59,13.3,15.3,11.6,16.0
1963-05-19,61,49842.61,13.7,17.2,10.1,10.0
1963-05-20,55,9288.58,11.7,13.1,10.1,12.0
1963-05-21,2,50013.21,12.2,18.0,6.1,0.0
1963-05-22,51,46888.90,11.6,14.2,8.2,4.0
1963-05-23,51,38241.07,6.9,9.3,4.2,7.0
1963-05-24,1,50255.01,9.4,15.4,2.9,0.0
1963-05-25,2,50314.15,12.2,18.7,4.8,0.0
1963-05-26,2,50516.93,15.2,21.8,7.1,0.0
1963-05-27,3,50578.75,16.4,23.2,9.0,0.0
1963-05-28,53,27868.37,15.8,21.1,10.8,6.0
1963-05-29,61,6309.76,15.4,18.9,12.6,15.0
1963-05-30,61,50512.60,15.5,20.5,11.0,4.0
1963-05-31,1,50771.41,16.7,23.2,8.5,0.0
1963-06-01,3,50400.00,19.3,26.3,12.4,0.0
1963-06-02,3,50872.79,21.1,27.8,13.1,0.0
1963-06-03,3,50601.42,21.5,27.5,14.1,0.0
1963-06-04,3,50696.19,22.8,29.1,15.0,0.0
1963-06-05,3,50410.98,23.3,27.5,18.2,0.0
1963-06-06,61,48601.95,22.2,25.7,18.9,7.0
1963-06-07,3,50998.86,18.9,22.5,14.6,0.0
1963-06-08,3,50503.74,19.9,26.8,12.4,0.0
1963-06-09,61,44010.50,19.0,22.1,14.6,1.0
1963-06-10,3,50550.97,15.0,20.1,10.2,0.0
1963-06-11,55,31900.32,14.4,18.2,11.1,9.0
1963-06-12,53,0.00,13.6,15.3,12.4,15.0
1963-06-13,2,50959.27,18.1,24.3,12.0,0.0
1963-06-14,53,47255.86,18.4,23.8,13.0,6.0
1963-06-15,53,25689.76,17.2,20.2,14.7,16.0
1963-06-16,55,36864.97,16.5,20.5,13.5,21.0
1963-06-17,53,50706.78,17.5,22.8,12.2,8.0
1963-06-18,51,50706.73,17.5,21.4,14.1,1.0
1963-06-19,3,51098.30,17.3,24.1,10.3,0.0
1963-06-20,61,43771.55,20.4,24.1,17.2,8.0
1963-06-21,51,10334.33,13.2,17.4,11.8,2.0
1963-06-22,53,14851.98,13.0,15.9,11.2,10.0
1963-06-23,3,50845.39,19.3,25.9,13.0,0.0
1963-06-24,3,51169.30,21.9,29.4,14.0,0.0
1963-06-25,3,50400.00,23.3,30.3,16.3,0.0
1963-06-26,3,50874.15,24.1,29.8,18.0,0.0
1963-06-27,61,46090.20,23.6,29.3,18.7,7.0
1963-06-28,3,50592.72,23.4,27.9,19.7,0.0
1963-06-29,53,50878.21,23.3,29.5,17.1,3.0
1963-06-30,2,50718.77,26.2,31.7,20.6,0.0
1963-07-01,2,50805.10,27.5,33.1,20.9,0.0
1963-07-02,53,50126.37,27.4,33.4,23.8,3.0
1963-07-03,51,48543.13,18.8,24.0,15.0,3.0
1963-07-04,53,44398.06,17.6,22.5,13.9,2.0
1963-07-05,3,50437.61,16.6,20.7,14.5,0.0
1963-07-06,3,14750.02,16.5,20.3,12.5,0.0
1963-07-07,61,10526.79,17.1,20.5,15.4,13.0
1963-07-08,53,22740.68,14.8,16.6,11.2,12.0
1963-07-09,51,134.32,13.0,16.0,10.4,19.0
1963-07-10,51,19748.39,16.6,20.1,13.7,5.0
1963-07-11,51,49241.89,19.3,24.0,13.8,2.0
1963-07-12,3,50447.80,22.0,27.5,15.8,0.0
1963-07-13,3,50447.99,23.6,29.2,16.8,0.0
1963-07-14,51,50400.00,23.3,26.2,20.2,1.0
1963-07-15,61,0.00,18.7,20.3,17.4,19.0
1963-07-16,51,48482.66,19.4,22.1,17.0,4.0
1963-07-17,3,45142.64,20.4,25.2,15.2,0.0
1963-07-18,53,39600.00,22.7,28.0,18.6,8.0
1963-07-19,3,39989.90,23.0,26.9,19.2,0.0
1963-07-20,51,42534.98,21.6,26.0,16.7,3.0
1963-07-21,51,50400.00,21.9,25.6,18.0,1.0
1963-07-22,51,50400.00,22.6,27.3,17.6,1.0
1963-07-23,51,50387.42,24.0,29.0,19.2,1.0
1963-07-24,3,50328.14,26.7,32.3,20.9,0.0
1963-07-25,3,45998.57,27.5,33.6,21.4,0.0
1963-07-26,3,50048.79,27.4,32.4,21.9,0.0
1963-07-27,1,50031.66,27.4,32.3,22.0,0.0
1963-07-28,1,49907.63,27.7,32.3,22.9,0.0
1963-07-29,63,38362.79,25.6,28.7,22.8,12.0
1963-07-30,55,36317.45,19.9,21.8,18.0,5.0
1963-07-31,3,49524.55,19.7,24.3,14.6,0.0
1963-08-01,53,32963.93,20.7,26.9,16.0,6.0
1963-08-02,61,18798.77,19.8,21.8,18.3,17.0
1963-08-03,51,46111.11,22.0,27.4,16.5,1.0
1963-08-04,63,30089.80,19.7,22.6,17.8,19.0
1963-08-05,55,28152.82,20.0,24.0,17.1,11.0
1963-08-06,53,47868.64,21.3,26.0,14.8,1.0
1963-08-07,61,10195.99,21.4,24.9,18.9,13.0
1963-08-08,51,47707.19,21.2,25.7,17.2,2.0
1963-08-09,61,28671.18,19.3,24.8,16.4,7.0
1963-08-10,3,48095.53,16.4,20.1,12.7,0.0
1963-08-11,63,32503.36,16.5,19.9,14.3,15.0
1963-08-12,51,44913.75,16.2,20.5,11.7,2.0
1963-08-13,63,0.00,14.8,16.5,12.3,13.0
1963-08-14,53,30600.29,14.6,18.1,13.3,16.0
1963-08-15,53,43709.97,14.5,18.8,10.8,7.0
1963-08-16,3,25009.45,13.4,16.8,9.8,0.0
1963-08-17,63,26120.19,16.3,22.5,11.8,10.0
1963-08-18,3,39487.85,15.8,20.5,11.7,0.0
1963-08-19,3,45894.97,16.6,21.6,11.2,0.0
1963-08-20,2,45211.51,18.2,23.4,12.9,0.0
1963-08-21,2,45288.21,20.1,25.2,15.1,0.0
1963-08-22,51,31405.56,18.8,20.8,17.1,9.0
1963-08-23,63,12978.48,15.4,18.7,12.6,14.0
1963-08-24,51,10608.64,13.7,15.3,12.5,4.0
1963-08-25,3,41758.32,15.5,20.3,11.3,0.0
1963-08-26,3,43657.91,16.6,21.8,12.1,0.0
1963-08-27,2,43960.00,16.6,21.7,11.8,0.0
1963-08-28,53,38686.12,17.0,22.1,11.6,7.0
1963-08-29,61,19838.39,17.6,20.1,15.7,16.0
1963-08-30,61,17665.42,16.6,20.2,14.0,19.0
1963-08-31,51,33313.08,15.8,18.0,13.6,1.0
1963-09-01,2,43380.32,15.6,20.2,11.0,0.0
1963-09-02,51,43301.71,17.9,23.0,12.9,1.0
1963-09-03,65,28554.32,18.5,23.6,13.3,9.0
1963-09-04,3,43333.57,11.6,15.2,8.2,0.0
1963-09-05,3,39260.73,12.9,18.6,7.1,0.0
1963-09-06,3,42541.17,15.0,20.2,10.3,0.0
1963-09-07,3,36846.58,15.3,20.6,9.7,0.0
1963-09-08,51,42722.91,17.8,23.2,12.8,1.0
1963-09-09,51,42145.06,17.3,20.7,13.4,10.0
1963-09-10,3,36455.27,14.1,17.6,11.3,0.0
1963-09-11,3,40154.12,17.3,23.4,11.7,0.0
1963-09-12,65,0.00,12.7,17.6,5.7,15.0
1963-09-13,3,42162.52,8.3,12.1,5.2,0.0
1963-09-14,0,42047.60,9.9,15.2,4.0,0.0
1963-09-15,3,41862.86,12.5,19.0,6.0,0.0
1963-09-16,3,41673.80,14.8,21.2,9.0,0.0
1963-09-17,2,41483.98,16.1,22.4,10.1,0.0
1963-09-18,51,41293.50,16.9,22.9,10.6,1.0
1963-09-19,53,8165.64,16.4,20.1,11.5,7.0
1963-09-20,3,21560.95,10.6,12.3,7.9,0.0
1963-09-21,3,29720.75,10.0,12.1,7.4,0.0
1963-09-22,53,36636.08,9.0,11.9,6.5,4.0
1963-09-23,3,40183.62,7.2,10.6,4.1,0.0
1963-09-24,1,39851.71,8.7,14.3,3.7,0.0
1963-09-25,1,39634.41,10.9,18.2,4.1,0.0
1963-09-26,51,32600.42,15.0,20.9,10.4,1.0
1963-09-27,61,11001.43,10.3,13.9,6.9,11.0
1963-09-28,3,38739.83,7.6,10.8,4.2,0.0
1963-09-29,61,0.00,8.5,12.1,6.3,17.0
1963-09-30,3,37635.57,7.1,10.7,4.6,0.0
1963-10-01,0,38334.07,10.0,17.8,3.3,0.0
1963-10-02,3,38260.37,16.3,22.9,11.3,0.0
1963-10-03,61,23567.16,14.7,18.5,7.6,12.0
1963-10-04,55,38099.80,8.4,12.5,5.6,3.0
1963-10-05,1,38020.75,10.0,16.4,4.4,0.0
1963-10-06,3,37395.18,15.1,22.2,9.0,0.0
1963-10-07,61,30559.00,16.4,21.2,11.9,11.0
1963-10-08,51,25071.55,9.7,11.8,6.3,3.0
1963-10-09,2,37249.48,5.5,8.8,2.0,0.0
1963-10-10,3,36908.77,10.7,18.0,5.0,0.0
1963-10-11,61,4484.32,11.7,14.8,9.4,6.0
